"scientificName","genus","specificEpithet","infraspecificEpithet","ID","occurrenceID","basisOfRecord","eventDate","year","month","day","institutionCode","recordedBy","country","county","stateProvince","locality","latitude","longitude","coordinateUncertaintyInMeters","informationWithheld","habitat","aggregator"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"4075839915","https://www.inaturalist.org/observations/152594085","HUMAN_OBSERVATION","2023-03-26T15:29:39","2023","3","26","iNaturalist","Ashwin Srinivasan","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Marston, NC, US",35.003211,-79.535095,"8",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"4080481677","https://www.inaturalist.org/observations/153524573","HUMAN_OBSERVATION","2023-03-31T15:55:00","2023","3","31","iNaturalist","sblumen","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Pender County, NC, USA",34.530061,-77.725944,"4",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"4080638662","https://www.inaturalist.org/observations/153527510","HUMAN_OBSERVATION","2023-03-31T16:09:00","2023","3","31","iNaturalist","sblumen","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Pender County, NC, USA",34.530547,-77.728753,"4",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"4091933565","https://www.inaturalist.org/observations/153255517","HUMAN_OBSERVATION","2023-04-02T16:10:01","2023","4","2","iNaturalist","Lonnie Murray","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",34.036377,-78.135675,"28874","Coordinate uncertainty increased to 28874m at the request of the observer",NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"4091623575","https://www.inaturalist.org/observations/153737310","HUMAN_OBSERVATION","2023-04-06T17:47:18","2023","4","6","iNaturalist","scleap","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Egg Harbor City, NJ, US",39.652695,-74.650963,"4",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"4091888787","https://www.inaturalist.org/observations/154628866","HUMAN_OBSERVATION","2023-04-12T15:04:28","2023","4","12","iNaturalist","Brandon Wheeler","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Pender County, US-NC, US",34.627538,-77.662505,"3",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"4091750050","https://www.inaturalist.org/observations/154838911","HUMAN_OBSERVATION","2023-04-12T09:59:28","2023","4","12","iNaturalist","Jason Ksepka","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Chatsworth, NJ, US",39.787608,-74.544028,NA,NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"4091628187","https://www.inaturalist.org/observations/155037926","HUMAN_OBSERVATION","2023-04-15T10:34:10","2023","4","15","iNaturalist","Mirko Schoenitz","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Woodland, NJ, USA",39.780506,-74.541958,NA,NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"4096397738","https://www.inaturalist.org/observations/155554582","HUMAN_OBSERVATION","2023-04-18T18:28:07","2023","4","18","iNaturalist","Sam Bucciarelli","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Woodland, NJ, USA",39.787469,-74.543976,NA,NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"4096413151","https://www.inaturalist.org/observations/155980971","HUMAN_OBSERVATION","1972-01-01T00:00:00","2023","4","21","iNaturalist","Bonnie Semmling","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Tabernacle, NJ, USA",39.785448,-74.657726,"141",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"4096449149","https://www.inaturalist.org/observations/155984275","HUMAN_OBSERVATION","2023-04-21T14:38:00","2023","4","21","iNaturalist","Bonnie Semmling","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: New Jersey, US",39.91771,-74.661578,"28030","Coordinate uncertainty increased to 28030m at the request of the observer",NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"4103401580","https://www.inaturalist.org/observations/159130313","HUMAN_OBSERVATION","2023-05-01T15:57:14","2023","5","1","iNaturalist","Robin Irizarry","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Little Egg Harbor Township, NJ, USA",39.703906,-74.385442,NA,NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3705751987","https://www.inaturalist.org/observations/107643439","HUMAN_OBSERVATION","2022-02-28T12:05:42","2022","2","28","iNaturalist","samwilhelm","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Tuckerton, NJ, US",39.708637,-74.375079,"6",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3759869865","https://www.inaturalist.org/observations/107655059","HUMAN_OBSERVATION","2022-02-28T14:38:55","2022","2","28","iNaturalist","Jason Ksepka","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Wall Township, NJ, US",40.151895,-74.148125,"31",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3988437913","https://www.inaturalist.org/observations/143496491","HUMAN_OBSERVATION","2022-02-25T12:34:00","2022","2","25","iNaturalist","Web Tucker","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: Satellite tract at Paint Hill, verbatimLocality: Southern Pines, NC, USA",35.140607,-79.38723,"15",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3759621853","https://www.inaturalist.org/observations/107707469","HUMAN_OBSERVATION","2022-03-01T12:19:22","2022","3","1","iNaturalist","samwilhelm","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Tuckerton, NJ, US",39.704968,-74.373388,"8",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3705796085","https://www.inaturalist.org/observations/107708208","HUMAN_OBSERVATION","2022-03-01T12:26:40","2022","3","1","iNaturalist","samwilhelm","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Tuckerton, NJ, US",39.704652,-74.371618,"8",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3759646823","https://www.inaturalist.org/observations/107774608","HUMAN_OBSERVATION","2022-03-02T10:31:45","2022","3","2","iNaturalist","Leeann McClure","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",34.582585,-77.648381,"28818","Coordinate uncertainty increased to 28818m at the request of the observer",NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3712638575","https://www.inaturalist.org/observations/107904743","HUMAN_OBSERVATION","2022-03-04T09:55:17","2022","3","4","iNaturalist","Cole Tiemann","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",34.041049,-77.953287,"28874","Coordinate uncertainty increased to 28874m at the request of the observer",NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3759214848","https://www.inaturalist.org/observations/107984703","HUMAN_OBSERVATION","2022-03-05T14:35:34","2022","3","5","iNaturalist","Scott Morris","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Supply, NC, US",34.09162,-78.295557,"5",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3712527227","https://www.inaturalist.org/observations/108247804","HUMAN_OBSERVATION","2022-03-09T12:11:53","2022","3","9","iNaturalist","Cole Tiemann","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",34.154191,-77.880876,"28874","Coordinate uncertainty increased to 28874m at the request of the observer",NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3743223290","https://www.inaturalist.org/observations/108750328","HUMAN_OBSERVATION","2022-03-16T16:41:03","2022","3","16","iNaturalist","samwilhelm","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Tuckerton, NJ, US",39.708606,-74.375058,"65",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3743354338","https://www.inaturalist.org/observations/108751148","HUMAN_OBSERVATION","2022-03-16T16:43:32","2022","3","16","iNaturalist","samwilhelm","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Tuckerton, NJ, US",39.709306,-74.375282,"8",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3759873916","https://www.inaturalist.org/observations/108797594","HUMAN_OBSERVATION","2022-03-17T09:43:30","2022","3","17","iNaturalist","titus9","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Lake Waccamaw, NC 28450, USA",34.2627,-78.472356,NA,NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3759900893","https://www.inaturalist.org/observations/108808868","HUMAN_OBSERVATION","2022-03-17T12:56:57","2022","3","17","iNaturalist","waltermehring","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Supply, NC, US",34.091484,-78.295637,"4",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3759837881","https://www.inaturalist.org/observations/108831208","HUMAN_OBSERVATION","2022-03-17T09:44:25","2022","3","17","iNaturalist","Priscilla Titus","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Lake Waccamaw, NC 28450, USA",34.262684,-78.472231,NA,NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3747200923","https://www.inaturalist.org/observations/109093753","HUMAN_OBSERVATION","2022-03-20T13:09:47","2022","3","20","iNaturalist","Fletcher Stone","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Supply, NC, US",34.099353,-78.296386,"2427",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3747064135","https://www.inaturalist.org/observations/109187073","HUMAN_OBSERVATION","2022-03-21T17:34:21","2022","3","21","iNaturalist","sydspata","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: University of North Carolina Wilmington, Wilmington, NC, US",34.226592,-77.869042,"28",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3759520926","https://www.inaturalist.org/observations/109461033","HUMAN_OBSERVATION","2022-03-21T09:28:00","2022","3","21","iNaturalist","Stephen John Davies","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Brunswick, North Carolina, United States",34.091244,-78.293892,"16",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3759632999","https://www.inaturalist.org/observations/109565426","HUMAN_OBSERVATION","2022-03-26T10:46:26","2022","3","26","iNaturalist","Kathryn Curtis","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Boiling Spring Lakes, NC, USA",34.037957,-78.074982,NA,NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3759623076","https://www.inaturalist.org/observations/109683470","HUMAN_OBSERVATION","2022-03-27T13:15:18","2022","3","27","iNaturalist","Scott Ward","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.026892,-79.419386,"28734","Coordinate uncertainty increased to 28734m at the request of the observer",NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3923517595","https://www.inaturalist.org/observations/134125514","HUMAN_OBSERVATION","2022-03-04T11:52:00","2022","3","4","iNaturalist","Mike Jones","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Brunswick County, US-NC, US",34.029555,-78.343003,"28874","Coordinate uncertainty increased to 28874m at the request of the observer",NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3986293497","https://www.inaturalist.org/observations/142507640","HUMAN_OBSERVATION","2022-03-19T13:58:00","2022","3","19","iNaturalist","kbarylski","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Brunswick County, US-NC, US",34.010803,-78.270424,"28874","Coordinate uncertainty increased to 28874m at the request of the observer",NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3760254694","https://www.inaturalist.org/observations/110220243","HUMAN_OBSERVATION","2022-04-02T17:44:20","2022","4","2","iNaturalist","alexbarnard","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: New Jersey, US",39.900134,-74.30299,"28030","Coordinate uncertainty increased to 28030m at the request of the observer",NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3760198766","https://www.inaturalist.org/observations/110241219","HUMAN_OBSERVATION","2022-04-02T13:25:09","2022","4","2","iNaturalist","Gina DiMaio","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: New Jersey, US",39.798394,-74.625983,"28060","Coordinate uncertainty increased to 28060m at the request of the observer",NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3759396306","https://www.inaturalist.org/observations/110782110","HUMAN_OBSERVATION","2022-04-08T15:15:57","2022","4","8","iNaturalist","samwilhelm","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Carranza Rd, Tabernacle, NJ, US",39.790585,-74.661381,"364",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3759737417","https://www.inaturalist.org/observations/110861282","HUMAN_OBSERVATION","2022-04-09T13:51:22","2022","4","9","iNaturalist","samwilhelm","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Tuckerton, NJ, US",39.704168,-74.374385,"16",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3759484570","https://www.inaturalist.org/observations/111008810","HUMAN_OBSERVATION","2022-04-10T13:23:58","2022","4","10","iNaturalist","Karl Anderson","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Brendan T. Byrne State Forest, Browns Mills, NJ, US",39.892497,-74.579987,"4",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3764353445","https://www.inaturalist.org/observations/111515083","HUMAN_OBSERVATION","2022-04-14T14:14:01","2022","4","14","iNaturalist","augien","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Atsion Lake, Shamong, NJ, US",39.740674,-74.735307,"636",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"4075619626","https://www.inaturalist.org/observations/111578362","HUMAN_OBSERVATION","2022-04-15T17:24:53","2022","4","15","iNaturalist","jmole","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Little Egg Harbor Township, NJ, USA",39.709352,-74.375258,"5",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"4028747671","https://www.inaturalist.org/observations/111630160","HUMAN_OBSERVATION","2022-04-15T17:04:10","2022","4","15","iNaturalist","er-birds","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Brendan T. Byrne State Forest, Browns Mills, NJ, US",39.883963,-74.542983,"4",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3773203546","https://www.inaturalist.org/observations/111862685","HUMAN_OBSERVATION","2022-04-12T12:25:18","2022","4","12","iNaturalist","Gray Catanzaro","United States of America",NA,"Virginia","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Zuni, VA, US",36.818693,-76.854667,"23",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3772423536","https://www.inaturalist.org/observations/111863768","HUMAN_OBSERVATION","2022-04-12T12:31:06","2022","4","12","iNaturalist","Gray Catanzaro","United States of America",NA,"Virginia","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Zuni, VA, US",36.819692,-76.853044,"23",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3773252571","https://www.inaturalist.org/observations/111865523","HUMAN_OBSERVATION","2022-04-12T12:39:20","2022","4","12","iNaturalist","Gray Catanzaro","United States of America",NA,"Virginia","locality:  NA, occurrenceRemarks: At the edge of a patch of forest that had been burnt the previous day., verbatimLocality: Zuni, VA, US",36.820976,-76.851414,"23",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3873307563","https://www.inaturalist.org/observations/112175552","HUMAN_OBSERVATION","2022-04-20T14:05:34","2022","4","20","iNaturalist","augien","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Shamong",39.740788,-74.737427,"6",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3764456563","https://www.inaturalist.org/observations/112453188","HUMAN_OBSERVATION","2022-04-22T19:14:35","2022","4","22","iNaturalist","samwilhelm","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Brendan T. Byrne State Forest, Browns Mills, NJ, US",39.951638,-74.495466,"8",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"4067615541","https://www.inaturalist.org/observations/112721827","HUMAN_OBSERVATION","2022-04-23T13:47:06","2022","4","23","iNaturalist","breichen","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Dept of Defense, Chatsworth, NJ, US",39.696962,-74.414987,"3",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3764241862","https://www.inaturalist.org/observations/112724517","HUMAN_OBSERVATION","2022-04-23T16:25:51","2022","4","23","iNaturalist","Robert Levy","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: New Jersey, US",39.855106,-74.581523,"28030","Coordinate uncertainty increased to 28030m at the request of the observer",NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3764497899","https://www.inaturalist.org/observations/112771499","HUMAN_OBSERVATION","2022-04-24T15:08:38","2022","4","24","iNaturalist","Bonnie Semmling","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: New Jersey, US",39.812405,-74.698633,"28030","Coordinate uncertainty increased to 28030m at the request of the observer",NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3764099906","https://www.inaturalist.org/observations/112789285","HUMAN_OBSERVATION","2022-04-23T15:45:47","2022","4","23","iNaturalist","oblivia_c","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: CR-563, Chatsworth, NJ, US",39.77738,-74.537492,"7",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3764178208","https://www.inaturalist.org/observations/113122930","HUMAN_OBSERVATION","2022-04-27T14:41:12","2022","4","27","iNaturalist","rhexia","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Holden Beach, NC 28462, USA",34.091694,-78.295645,"4",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3764188258","https://www.inaturalist.org/observations/113132376","HUMAN_OBSERVATION","2022-04-22T14:58:00","2022","4","22","iNaturalist","Maya","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Little Egg Harbor Township, NJ, USA",39.71231,-74.37784,"4577",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3764379230","https://www.inaturalist.org/observations/113133862","HUMAN_OBSERVATION","2022-04-22T15:37:00","2022","4","22","iNaturalist","Maya","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Stafford Township, NJ, USA",39.754552,-74.376125,"2755",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"3764517192","https://www.inaturalist.org/observations/113134321","HUMAN_OBSERVATION","2022-04-22T16:34:00","2022","4","22","iNaturalist","Maya","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Woodland, NJ, USA",39.815762,-74.437582,"4309",NA,NA,"GBIF"
"Pyxidanthera barbulata Michx.","Pyxidanthera","barbulata",NA,"4067166552","https://www.inaturalist.org/observations/113285732","HUMAN_OBSERVATION","2022-04-23T09:07:07","2022","4","23","iNaturalist","Shannen Higgins","United States of America",NA,"New Jersey","locality:  NA, occurrenceRemarks: NA, verbatimLocality: New Jersey, US",39.905525,-74.52784,"28030","Coordinate uncertainty increased to 28030m at the request of the observer",NA,"GBIF"
