"scientificName","genus","specificEpithet","infraspecificEpithet","ID","occurrenceID","basisOfRecord","eventDate","year","month","day","institutionCode","recordedBy","country","county","stateProvince","locality","latitude","longitude","coordinateUncertaintyInMeters","informationWithheld","habitat","aggregator"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"5087901709","https://www.inaturalist.org/observations/264985938","HUMAN_OBSERVATION","2025-03-11T10:37:02","2025","3","11","iNaturalist","Dennis Kent","United States of America",NA,"South Carolina","locality:  NA, occurrenceRemarks: Last 2 pictures show what a prescribed burn does to fresh Pyxiemoss blooms., verbatimLocality: South Carolina, US",34.538121,-80.140648,"28818","Coordinate uncertainty increased to 28818m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"5088026124","https://www.inaturalist.org/observations/265088911","HUMAN_OBSERVATION","2025-03-12T12:06:08","2025","3","12","iNaturalist","Becky Dill","United States of America",NA,"South Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Chesterfield County, US-SC, US",34.415765,-80.030767,"28818","Coordinate uncertainty increased to 28818m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"5087742918","https://www.inaturalist.org/observations/265184515","HUMAN_OBSERVATION","2025-03-12T13:01:24","2025","3","12","iNaturalist","Tim Miller","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.106993,-78.813125,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"5104349665","https://www.inaturalist.org/observations/265897641","HUMAN_OBSERVATION","2025-03-18T12:37:44","2025","3","18","iNaturalist","gchays","United States of America",NA,"South Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: South Carolina, US",34.560737,-80.040922,"28818","Coordinate uncertainty increased to 28818m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"5133825271","https://www.inaturalist.org/observations/268294281","HUMAN_OBSERVATION","2025-03-28T14:28:53","2025","3","28","iNaturalist","kbarylski","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.10977,-79.484906,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"5134407501","https://www.inaturalist.org/observations/268809695","HUMAN_OBSERVATION","2025-04-05T14:09:17","2025","4","5","iNaturalist","Dennis Kent","United States of America",NA,"South Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: South Carolina, US",34.510052,-80.025441,"28818","Coordinate uncertainty increased to 28818m at the request of the observer",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"5154875473","https://www.inaturalist.org/observations/280595864","HUMAN_OBSERVATION","2025-05-09","2025","5","9","iNaturalist","tracysfeldman","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.150212,-78.922156,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4528308074","https://www.inaturalist.org/observations/200515095","HUMAN_OBSERVATION","2024-02-24T10:47:54","2024","2","24","iNaturalist","Becky Dill","United States of America",NA,"South Carolina","locality:  NA, occurrenceRemarks: My annual trip to Sugarloaf Mountain to see these beauties, verbatimLocality: Chesterfield County, US-SC, US",34.584586,-80.080686,"28818","Coordinate uncertainty increased to 28818m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4596815898","https://www.inaturalist.org/observations/201390385","HUMAN_OBSERVATION","2024-02-04T14:51:56","2024","2","4","iNaturalist","randinc","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.063033,-79.361775,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4606841482","https://www.inaturalist.org/observations/202735290","HUMAN_OBSERVATION","2024-02-29T19:10","2024","2","29","iNaturalist","Web Tucker","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.189819,-79.281049,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4596985560","https://www.inaturalist.org/observations/201971627","HUMAN_OBSERVATION","2024-03-10T14:06:44","2024","3","10","iNaturalist","Carol Ann McCormick","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.025003,-79.203573,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4596968548","https://www.inaturalist.org/observations/201972263","HUMAN_OBSERVATION","2024-03-10T14:20:19","2024","3","10","iNaturalist","Carol Ann McCormick","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.162204,-79.219308,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4597201886","https://www.inaturalist.org/observations/203146595","HUMAN_OBSERVATION","2024-03-19T12:46:17","2024","3","19","iNaturalist","Brandon Wheeler","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.169642,-79.3743,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"5007874084","https://www.inaturalist.org/observations/219630963","HUMAN_OBSERVATION","2024-05-31T06:14:46","2024","5","31","iNaturalist","Nick Spigler","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.060394,-79.381801,"28734","Coordinate uncertainty increased to 28734m at the request of the observer",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4892174111","https://www.inaturalist.org/observations/220870687","HUMAN_OBSERVATION","2024-05-26T10:27:15","2024","5","26","iNaturalist","er-birds","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.175554,-79.371053,"28734","Coordinate uncertainty increased to 28734m at the request of the observer",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"5008016509","https://www.inaturalist.org/observations/220646789","HUMAN_OBSERVATION","2024-06-04T08:52:20","2024","6","4","iNaturalist","Nick Spigler","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.175586,-79.116956,"28734","Coordinate uncertainty increased to 28734m at the request of the observer",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"5006734484","https://www.inaturalist.org/observations/232897212","HUMAN_OBSERVATION","2024-07-31T10:02:47","2024","7","31","iNaturalist","lydiebug","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.138373,-79.388858,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"5006922872","https://www.inaturalist.org/observations/256519233","HUMAN_OBSERVATION","2024-12-28T10:28:50","2024","12","28","iNaturalist","Eric Soehren","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: Longleaf-Turkey Oak sandhill habitat; in bud., verbatimLocality: North Carolina, US",35.060913,-79.203845,"28734","Coordinate uncertainty increased to 28734m at the request of the observer",NA,"GBIF"
"Pyxidanthera barbulata var. brevifolia (Wells) H.E.Ahles","Pyxidanthera","barbulata","brevifolia","4132098323","6fd9d5a9-6ad8-4f01-b040-e783c9c79b56","PRESERVED_SPECIMEN","2023-01-11","2023","1","11","NCU","Liloia, Christine; Huskins, Stacy","United States of America","Hoke","North Carolina","locality:  Fort Liberty, Training Area GGS, S of Chicken Rd, N of Plank Rd, E of Rockfish Creek, and W of Juniper Creek, occurrenceRemarks: North Carolina Plant Conservation Program PERMIT NUMBER 927; Plant Rescue performed by North Carolina Botanical Garden and Fort Liberty All clumps were moved from PYBR074A, which will soon be bulldozed for the new tank range. This is Element Occurrence 116 in North Carolina Natural Heritage database. Huskins moved ca 150 clumps to 5 sites elsewhere on Fort Liberty. Weymouth Woods Sandhills Natural Area received another 150 clumps. North Carolina Botanical Garden planted the shrubs they received within the Sandhills Habitat Garden., verbatimLocality: NA",35.07033,-79.27189,"100",NA,NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4034795793","https://www.inaturalist.org/observations/148738186","HUMAN_OBSERVATION","2023-02-13T13:57:26","2023","2","13","iNaturalist","Ashwin Srinivasan","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.00126,-79.340414,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4039407852","https://www.inaturalist.org/observations/148793584","HUMAN_OBSERVATION","2023-02-14T17:32:40","2023","2","14","iNaturalist","Samuel Cannon","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.069902,-79.371265,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4039386818","https://www.inaturalist.org/observations/148871336","HUMAN_OBSERVATION","2023-02-15T16:49","2023","2","15","iNaturalist","Will Stuart","United States of America",NA,"South Carolina","locality:  NA, occurrenceRemarks: A number of patches showing many open blossoms on 2/15/2023. Carolina Sandhills NWR, McBee, SC., verbatimLocality: Chesterfield County, US-SC, US",34.596226,-80.230115,"28818","Coordinate uncertainty increased to 28818m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4046694027","https://www.inaturalist.org/observations/149602910","HUMAN_OBSERVATION","2023-02-24T16:41:31","2023","2","24","iNaturalist","Brandon Wheeler","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.003722,-79.361319,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4046330934","https://www.inaturalist.org/observations/149602921","HUMAN_OBSERVATION","2023-02-24T16:50:53","2023","2","24","iNaturalist","Brandon Wheeler","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.131982,-79.398748,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4046616087","https://www.inaturalist.org/observations/149676128","HUMAN_OBSERVATION","2023-02-24T17:29","2023","2","24","iNaturalist","gman122","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.066846,-79.244109,"28734","Coordinate uncertainty increased to 28734m at the request of the observer",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4046228130","https://www.inaturalist.org/observations/149689237","HUMAN_OBSERVATION","2023-02-25T17:54:03","2023","2","25","iNaturalist","Brandon Wheeler","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.230788,-79.186031,"28706","Coordinate uncertainty increased to 28706m at the request of the observer",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4046327094","https://www.inaturalist.org/observations/149689245","HUMAN_OBSERVATION","2023-02-25T17:54:51","2023","2","25","iNaturalist","Brandon Wheeler","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.370036,-79.097527,"28706","Coordinate uncertainty increased to 28706m at the request of the observer",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4054994582","https://www.inaturalist.org/observations/149939917","HUMAN_OBSERVATION","2023-02-28T14:41:58","2023","2","28","iNaturalist","cgdana","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.019521,-78.903529,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4062890182","https://www.inaturalist.org/observations/150982507","HUMAN_OBSERVATION","2023-03-04T12:36:52","2023","3","4","iNaturalist","Keith Bradley","United States of America",NA,"South Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Chesterfield County, US-SC, US",34.500576,-80.300697,"28818","Coordinate uncertainty increased to 28818m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4075873588","https://www.inaturalist.org/observations/152377649","HUMAN_OBSERVATION","2023-03-26T10:48:31","2023","3","26","iNaturalist","Ashwin Srinivasan","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.06976,-79.308394,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4129944394","https://www.inaturalist.org/observations/152518795","HUMAN_OBSERVATION","2023-03-26T10:47:39","2023","3","26","iNaturalist","John Kees","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.134284,-79.291049,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4075986864","https://www.inaturalist.org/observations/152581011","HUMAN_OBSERVATION","2023-03-26T08:48","2023","3","26","iNaturalist","Jared Gorrell","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: many of the plants at this population had been dug up, presumably by poachers, verbatimLocality: North Carolina, US",35.079001,-79.382642,"28734","Coordinate uncertainty increased to 28734m at the request of the observer",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"5008165447","https://www.inaturalist.org/observations/159099745","HUMAN_OBSERVATION","2023-03-06T17:15:48","2023","3","6","iNaturalist","harnett_nc","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: ecoEXPLORE Username: genevieve1214, verbatimLocality: North Carolina, US",35.057526,-79.233605,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4129946450","https://www.inaturalist.org/observations/159373237","HUMAN_OBSERVATION","2023-03-06T19:00:10","2023","3","6","iNaturalist","harnett_nc","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: ecoEXPLORE Username: hatterras1214, verbatimLocality: North Carolina, US",35.060746,-79.288121,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4076087849","https://www.inaturalist.org/observations/153394437","HUMAN_OBSERVATION","2023-04-02T14:30","2023","4","2","iNaturalist","Tom Austin","United States of America",NA,"South Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: South Carolina, US",34.500992,-80.065668,"28818","Coordinate uncertainty increased to 28818m at the request of the observer",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"5007692382","https://www.inaturalist.org/observations/154741205","HUMAN_OBSERVATION","2023-04-13T10:58:39","2023","4","13","iNaturalist","Brandon Wheeler","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.025674,-78.892288,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4111702693","https://www.inaturalist.org/observations/159014326","HUMAN_OBSERVATION","2023-05-01T15:44:01","2023","5","1","iNaturalist","jtuttle","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.138853,-78.949541,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4103147430","https://www.inaturalist.org/observations/159025742","HUMAN_OBSERVATION","2023-05-01T15:44:09","2023","5","1","iNaturalist","Alan Weakley","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.159227,-78.97698,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4111769724","https://www.inaturalist.org/observations/159153533","HUMAN_OBSERVATION","2023-05-01T15:44:15","2023","5","1","iNaturalist","Brandon Wheeler","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.041137,-78.855241,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4103077566","https://www.inaturalist.org/observations/159153922","HUMAN_OBSERVATION","2023-05-01T15:58:16","2023","5","1","iNaturalist","Brandon Wheeler","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.065809,-78.921389,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4127268650","https://www.inaturalist.org/observations/163640294","HUMAN_OBSERVATION","2023-05-24T13:33:54","2023","5","24","iNaturalist","Brandon Wheeler","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.02874,-78.989404,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4137880295","https://www.inaturalist.org/observations/167304505","HUMAN_OBSERVATION","2023-06-13T09:12:52","2023","6","13","iNaturalist","Brandon Wheeler","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.154218,-78.972393,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"5007953631","https://www.inaturalist.org/observations/169848363","HUMAN_OBSERVATION","2023-06-26T15:53:10","2023","6","26","iNaturalist","Alan Weakley","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.019026,-79.066337,"28734","Coordinate uncertainty increased to 28734m at the request of the observer",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4453885989","https://www.inaturalist.org/observations/191805960","HUMAN_OBSERVATION","2023-11-21T12:07:53","2023","11","21","iNaturalist","Becky Dill","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: Longleaf Pine woods, verbatimLocality: North Carolina, US",35.008558,-79.210202,"28734","Coordinate uncertainty increased to 28734m at the request of the observer",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4500629412","https://www.inaturalist.org/observations/194022367","HUMAN_OBSERVATION","2023-12-14T07:58:09","2023","12","14","iNaturalist","Brandon Wheeler","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.089153,-78.998593,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"3698069222","https://www.inaturalist.org/observations/107382872","HUMAN_OBSERVATION","2022-02-23T09:22:37","2022","2","23","iNaturalist","Becky Dill","United States of America",NA,"South Carolina","locality:  NA, occurrenceRemarks: Scattered colonies in one general area. Sandhills State Forest, verbatimLocality: Chesterfield County, US-SC, US",34.436219,-80.055445,"28818","Coordinate uncertainty increased to 28818m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"3705808573","https://www.inaturalist.org/observations/107495853","HUMAN_OBSERVATION","2022-02-25T14:37","2022","2","25","iNaturalist","Will Stuart","United States of America",NA,"South Carolina","locality:  NA, occurrenceRemarks: Carolina Sandhills NWR,1 year post burn., verbatimLocality: South Carolina, US",34.482769,-80.103212,"28818","Coordinate uncertainty increased to 28818m at the request of the observer",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"4606538608","https://www.inaturalist.org/observations/108000802","HUMAN_OBSERVATION","2022-03-04T12:53","2022","3","4","iNaturalist","Bryan Pfeiffer","United States of America",NA,"South Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: Chesterfield County, US-SC, US",34.56854,-80.047775,"28818","Coordinate uncertainty increased to 28818m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"5007962301","https://www.inaturalist.org/observations/109588112","HUMAN_OBSERVATION","2022-03-26T16:39:38","2022","3","26","iNaturalist","Larry Chen","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.027782,-79.380831,"28734","Coordinate uncertainty increased to 28734m at the request of the observer",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"3759069052","https://www.inaturalist.org/observations/109588113","HUMAN_OBSERVATION","2022-03-26T16:40:27","2022","3","26","iNaturalist","harrier","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: Known location, verbatimLocality: North Carolina, US",35.130319,-79.246118,"28734","Coordinate uncertainty increased to 28734m to protect threatened taxon",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"3759133010","https://www.inaturalist.org/observations/109591241","HUMAN_OBSERVATION","2022-03-26T16:42:06","2022","3","26","iNaturalist","Larry Chen","United States of America",NA,"North Carolina","locality:  NA, occurrenceRemarks: NA, verbatimLocality: North Carolina, US",35.153529,-79.323941,"28734","Coordinate uncertainty increased to 28734m at the request of the observer",NA,"GBIF"
"Pyxidanthera brevifolia Wells","Pyxidanthera","brevifolia",NA,"3759916397","https://www.inaturalist.org/observations/110923969","HUMAN_OBSERVATION","2022-03-04T12:56","2022","3","4","iNaturalist","Joshua Lincoln","United States of America",NA,"South Carolina","locality:  NA, occurrenceRemarks: Pyxidanthera brevifolia, verbatimLocality: Chesterfield County, US-SC, US",34.471059,-80.250954,"28818","Coordinate uncertainty increased to 28818m to protect threatened taxon",NA,"GBIF"
